state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Arizona,Female,High School or Below,,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
California,Male,Bachelor,,59414.0,140.0,0,Personal Auto,SUV,65.022258
Oregon,Male,Bachelor,,44719.0,66.0,0,Personal Auto,Four-Door Car,316.8
Nevada,Female,Bachelor,,0.0,129.0,2,Personal Auto,SUV,291.744204
California,Female,Doctor,,21986.0,63.0,0,Personal Auto,Two-Door Car,333.696228
Oregon,Female,High School or Below,,58480.0,113.0,1,Personal Auto,SUV,542.4
Washington,Female,Master,,37520.0,74.0,0,Special Auto,Two-Door Car,163.576763
California,Male,Bachelor,,50165.0,62.0,0,Personal Auto,Two-Door Car,129.999138
Arizona,Male,College,,42961.0,83.0,0,Personal Auto,Four-Door Car,398.4
Oregon,Male,High School or Below,,86687.0,80.0,0,Personal Auto,Four-Door Car,274.159702
Oregon,Female,High School or Below,,0.0,93.0,0,Personal Auto,Four-Door Car,41.617367
Arizona,Female,Bachelor,,23772.0,83.0,0,Personal Auto,Four-Door Car,100.652984
California,Male,College,,0.0,98.0,0,Personal Auto,Four-Door Car,354.939043
Arizona,Female,Doctor,,18241.0,65.0,0,Personal Auto,Two-Door Car,151.991098
Oregon,Male,Bachelor,,0.0,65.0,0,Corporate Auto,Two-Door Car,312.0
California,Female,High School or Below,,86650.0,69.0,2,Personal Auto,Two-Door Car,323.865715
Arizona,Male,Bachelor,,0.0,137.0,0,Personal Auto,SUV,1554.089517
Oregon,Female,Master,,35973.0,159.0,0,Personal Auto,Sports Car,763.2
Arizona,Male,High School or Below,,26262.0,97.0,0,Personal Auto,Four-Door Car,465.6
California,Male,College,,25187.0,121.0,0,Personal Auto,SUV,580.8
Oregon,Female,High School or Below,,88081.0,64.0,0,Personal Auto,Four-Door Car,82.483947
Oregon,Female,High School or Below,,83460.0,66.0,0,Corporate Auto,Four-Door Car,443.44552
California,Female,Bachelor,,19949.0,74.0,1,Corporate Auto,Four-Door Car,355.2
Oregon,Male,College,,0.0,92.0,0,Personal Auto,Two-Door Car,897.379535
Arizona,Male,High School or Below,,0.0,109.0,0,Personal Auto,SUV,784.8
California,Female,Bachelor,,77739.0,98.0,0,Personal Auto,Four-Door Car,428.563553
Oregon,Female,College,,23649.0,122.0,0,Personal Auto,SUV,535.606632
Arizona,Male,College,,68980.0,98.0,0,Personal Auto,Four-Door Car,464.038577
Oregon,Female,Master,,60010.0,103.0,0,Special Auto,Four-Door Car,494.4
California,Female,Bachelor,,30968.0,74.0,1,Corporate Auto,Two-Door Car,45.425684
California,Male,High School or Below,,0.0,116.0,0,Personal Auto,Four-Door Car,556.8
Washington,Female,High School or Below,,99841.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Male,College,,0.0,105.0,0,Personal Auto,Four-Door Car,504.0
California,Male,College,,32967.0,105.0,1,Personal Auto,SUV,504.0
Oregon,Male,Master,,0.0,125.0,0,Personal Auto,SUV,900.0
California,Female,College,,31794.0,119.0,0,Personal Auto,SUV,571.2
Washington,Female,High School or Below,,36710.0,94.0,0,Personal Auto,Four-Door Car,676.8
Oregon,Female,Bachelor,,36267.0,69.0,0,Personal Auto,Four-Door Car,263.454037
Oregon,Male,High School or Below,,12430.0,73.0,0,Personal Auto,Four-Door Car,350.4
Oregon,Female,High School or Below,,93715.0,74.0,0,Personal Auto,Four-Door Car,532.8
Nevada,Female,College,,75648.0,108.0,0,Corporate Auto,SUV,112.660916
Washington,Female,College,,24584.0,66.0,0,Corporate Auto,Four-Door Car,279.706613
California,Male,Bachelor,,36088.0,72.0,0,Personal Auto,Four-Door Car,345.6
Arizona,Male,Bachelor,,21723.0,104.0,0,Personal Auto,SUV,748.8
Oregon,Female,High School or Below,,63833.0,73.0,0,Personal Auto,Four-Door Car,199.460544
California,Male,College,,0.0,61.0,0,Personal Auto,Four-Door Car,304.156333
Arizona,Female,Bachelor,,45892.0,81.0,0,Corporate Auto,Four-Door Car,388.8
Oregon,Male,College,,90263.0,74.0,0,Personal Auto,Two-Door Car,355.2
Washington,Male,High School or Below,,0.0,63.0,0,Corporate Auto,Four-Door Car,453.6
Oregon,Male,Bachelor,,40548.0,98.0,0,Personal Auto,Four-Door Car,470.4
Oregon,Male,College,,0.0,99.0,0,Corporate Auto,Two-Door Car,831.340966
Washington,Male,High School or Below,,50450.0,63.0,0,Personal Auto,Four-Door Car,302.4
California,Female,College,,0.0,85.0,0,Personal Auto,Two-Door Car,612.0
Arizona,Female,College,,75963.0,69.0,0,Corporate Auto,Two-Door Car,102.147789
Arizona,Female,High School or Below,,32714.0,87.0,0,Personal Auto,Four-Door Car,513.041633
Oregon,Female,Bachelor,,42790.0,87.0,0,Personal Auto,Two-Door Car,290.057111
Oregon,Female,Bachelor,,20694.0,94.0,1,Personal Auto,Two-Door Car,451.2
California,Female,Bachelor,,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6
California,Male,High School or Below,,24744.0,65.0,0,Personal Auto,Four-Door Car,312.0
Washington,Female,Bachelor,,0.0,73.0,3,Personal Auto,Two-Door Car,350.4
Washington,Female,Bachelor,,27538.0,63.0,4,Personal Auto,Four-Door Car,285.843893
Oregon,Female,High School or Below,,81280.0,68.0,0,Personal Auto,Four-Door Car,308.349562
California,Male,College,,0.0,67.0,1,Personal Auto,Four-Door Car,321.6
Nevada,Male,Bachelor,,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
Washington,Female,Bachelor,,26486.0,128.0,1,Personal Auto,SUV,614.4
Oregon,Female,High School or Below,,0.0,97.0,0,Personal Auto,Two-Door Car,465.6
Oregon,Male,Bachelor,,0.0,182.0,0,Personal Auto,Luxury SUV,1953.87972
Arizona,Male,Bachelor,,68331.0,63.0,0,Personal Auto,Four-Door Car,302.4
Arizona,Male,High School or Below,,0.0,71.0,1,Personal Auto,Two-Door Car,511.2
Nevada,Male,College,,21636.0,64.0,5,Personal Auto,Two-Door Car,213.587367
Oregon,Male,High School or Below,,0.0,121.0,0,Corporate Auto,SUV,871.2
Oregon,Female,College,,0.0,133.0,0,Personal Auto,SUV,1386.870718
California,Female,Bachelor,,0.0,64.0,0,Personal Auto,Four-Door Car,307.2
Washington,Female,College,,35601.0,69.0,0,Personal Auto,Four-Door Car,249.803437
Oregon,Male,High School or Below,,0.0,198.0,1,Corporate Auto,Luxury SUV,1425.6
California,Male,College,,28558.0,119.0,4,Personal Auto,SUV,797.558033
Nevada,Female,High School or Below,,60101.0,66.0,0,Corporate Auto,Two-Door Car,1.332349
Arizona,Male,College,,22426.0,76.0,1,Corporate Auto,Four-Door Car,528.391284
Oregon,Male,College,,30720.0,139.0,4,Personal Auto,SUV,778.463303
Oregon,Female,Bachelor,,34161.0,186.0,3,Personal Auto,SUV,892.8
Oregon,Female,Bachelor,,42987.0,77.0,0,Personal Auto,Four-Door Car,128.490137
Oregon,Male,Bachelor,,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
Arizona,Female,High School or Below,,80928.0,132.0,0,Corporate Auto,SUV,538.545218
Washington,Female,Bachelor,,86640.0,67.0,0,Personal Auto,Four-Door Car,65.457366
California,Female,College,,26714.0,64.0,1,Personal Auto,Two-Door Car,307.2
Arizona,Male,Bachelor,,78618.0,66.0,0,Corporate Auto,Two-Door Car,225.578841
Oregon,Female,High School or Below,,0.0,78.0,0,Personal Auto,Four-Door Car,732.340362
California,Male,College,,0.0,126.0,0,Personal Auto,SUV,604.8
Nevada,Male,College,,62977.0,115.0,0,Corporate Auto,SUV,552.0
Oregon,Female,College,,0.0,79.0,0,Special Auto,Four-Door Car,568.8
California,Female,High School or Below,,19724.0,72.0,0,Personal Auto,Four-Door Car,345.6
California,Female,High School or Below,,27558.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Female,College,,86054.0,239.0,0,Personal Auto,Luxury Car,115.166422
California,Female,High School or Below,,42846.0,81.0,0,Corporate Auto,Four-Door Car,286.142521
Nevada,Female,Bachelor,,57107.0,110.0,3,Personal Auto,SUV,528.0
Oregon,Male,High School or Below,,0.0,119.0,0,Personal Auto,Sports Car,571.2
Washington,Male,College,,54314.0,66.0,0,Personal Auto,Four-Door Car,282.770894
California,Female,Doctor,,29950.0,61.0,0,Personal Auto,Two-Door Car,292.8
Nevada,Female,College,,24195.0,90.0,0,Personal Auto,Two-Door Car,360.269404
Oregon,Female,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,388.819919
Arizona,Male,College,,47481.0,116.0,0,Personal Auto,SUV,556.8
Oregon,Male,Bachelor,,63354.0,106.0,0,Personal Auto,Two-Door Car,508.8
Oregon,Female,High School or Below,,57591.0,66.0,0,Corporate Auto,Four-Door Car,316.8
Nevada,Female,Bachelor,,0.0,71.0,0,Corporate Auto,Four-Door Car,340.8
Oregon,Male,Master,,34919.0,82.0,1,Personal Auto,Four-Door Car,277.871312
Oregon,Male,High School or Below,,76879.0,101.0,0,Corporate Auto,Sports Car,487.102627
California,Female,Bachelor,,61584.0,61.0,0,Corporate Auto,Four-Door Car,205.294927
California,Male,High School or Below,,28792.0,185.0,3,Corporate Auto,Sports Car,1166.603776
Oregon,Female,Bachelor,,0.0,105.0,0,Corporate Auto,Two-Door Car,504.0
Washington,Male,Master,,26713.0,71.0,0,Personal Auto,Four-Door Car,142.695319
California,Female,College,,0.0,129.0,0,Personal Auto,SUV,928.8
Oregon,Male,High School or Below,,34244.0,87.0,2,Personal Auto,Four-Door Car,417.6
Oregon,Male,College,,25251.0,66.0,0,Personal Auto,Four-Door Car,316.8
Washington,Male,Bachelor,,0.0,68.0,0,Personal Auto,Four-Door Car,326.4
Oregon,Female,Bachelor,,59848.0,73.0,1,Personal Auto,Two-Door Car,131.614733
Nevada,Female,College,,39815.0,64.0,0,Special Auto,Four-Door Car,91.391245
California,Female,Master,,58840.0,86.0,0,Corporate Auto,Two-Door Car,73.27252
Washington,Female,Master,,97131.0,64.0,0,Special Auto,Four-Door Car,307.2
Arizona,Male,College,,58089.0,118.0,0,Personal Auto,SUV,566.4
California,Male,Doctor,,0.0,71.0,0,Personal Auto,Four-Door Car,340.8
Arizona,Female,College,,0.0,126.0,2,Personal Auto,SUV,656.57161
California,Male,Bachelor,,21808.0,119.0,0,Special Auto,SUV,571.2
Arizona,Male,College,,89771.0,114.0,0,Personal Auto,SUV,432.409662
Nevada,Female,Master,,36776.0,65.0,0,Corporate Auto,Four-Door Car,240.186527
Arizona,Male,Bachelor,,31213.0,65.0,0,Corporate Auto,Four-Door Car,312.0
Oregon,Male,Bachelor,,0.0,115.0,0,Personal Auto,SUV,987.293841
California,Female,Bachelor,,0.0,61.0,0,Corporate Auto,Four-Door Car,439.2
Arizona,Male,College,,0.0,107.0,0,Personal Auto,SUV,513.6
California,Male,College,,32555.0,68.0,0,Personal Auto,Two-Door Car,86.912677
Arizona,Male,College,,0.0,69.0,0,Personal Auto,Two-Door Car,496.8
Washington,Male,Bachelor,,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2
Washington,Male,College,,80590.0,74.0,0,Corporate Auto,Four-Door Car,97.928632
Oregon,Female,Bachelor,,22565.0,132.0,0,Personal Auto,SUV,633.6
Arizona,Male,Master,,54817.0,137.0,0,Personal Auto,SUV,209.504391
Oregon,Male,College,,0.0,62.0,0,Personal Auto,Two-Door Car,42.642554
Oregon,Female,College,,55393.0,74.0,1,Corporate Auto,Four-Door Car,2.173552
California,Female,High School or Below,,0.0,83.0,0,Personal Auto,Four-Door Car,597.6
California,Female,Bachelor,,75634.0,110.0,0,Personal Auto,Two-Door Car,432.805382
Oregon,Male,College,,62464.0,109.0,0,Personal Auto,Sports Car,400.181882
Arizona,Male,College,,72648.0,61.0,0,Personal Auto,Four-Door Car,120.850664
Nevada,Female,Bachelor,,77167.0,66.0,0,Personal Auto,Four-Door Car,137.086695
Washington,Male,High School or Below,,56980.0,84.0,0,Corporate Auto,Two-Door Car,599.000883
California,Female,College,,27444.0,66.0,0,Personal Auto,Four-Door Car,313.931213
Oregon,Male,High School or Below,,57289.0,86.0,0,Corporate Auto,Two-Door Car,562.224942
Oregon,Male,Bachelor,,84091.0,105.0,0,Personal Auto,Four-Door Car,380.560266
Arizona,Male,College,,0.0,67.0,2,Personal Auto,Four-Door Car,806.180375
Oregon,Male,College,,59590.0,136.0,0,Personal Auto,SUV,460.266881
Arizona,Female,College,,89672.0,72.0,0,Personal Auto,Four-Door Car,309.568636
California,Female,Bachelor,,96535.0,66.0,0,Personal Auto,Four-Door Car,271.074379
Oregon,Female,Doctor,,25575.0,117.0,0,Personal Auto,SUV,561.6
Nevada,Female,College,,38910.0,78.0,0,Personal Auto,Two-Door Car,20.209679
Arizona,Male,Bachelor,,39426.0,114.0,0,Special Auto,SUV,412.884282
California,Female,High School or Below,,28304.0,91.0,2,Personal Auto,Four-Door Car,655.2
Arizona,Male,College,,52210.0,80.0,0,Personal Auto,Four-Door Car,384.0
Nevada,Female,Bachelor,,0.0,102.0,0,Personal Auto,SUV,273.945412
Oregon,Male,Master,,94851.0,104.0,0,Personal Auto,Four-Door Car,190.998822
Arizona,Male,Bachelor,,0.0,67.0,0,Personal Auto,Four-Door Car,399.0564
Washington,Male,Bachelor,,18608.0,71.0,0,Personal Auto,Four-Door Car,340.8
Oregon,Female,College,,41025.0,92.0,0,Personal Auto,Four-Door Car,20.374393
Oregon,Male,High School or Below,,71449.0,102.0,0,Personal Auto,SUV,734.4
California,Female,Bachelor,,92653.0,83.0,1,Personal Auto,Four-Door Car,456.519419
Nevada,Female,Bachelor,,33190.0,106.0,0,Personal Auto,SUV,508.8
Oregon,Female,College,,24290.0,82.0,0,Personal Auto,Four-Door Car,393.6
Oregon,Female,College,,22571.0,63.0,0,Corporate Auto,Four-Door Car,302.4
California,Female,High School or Below,,26409.0,71.0,0,Personal Auto,Four-Door Car,475.166267
Arizona,Male,High School or Below,,21616.0,93.0,0,Personal Auto,Two-Door Car,944.854655
Oregon,Male,College,,36463.0,92.0,0,Personal Auto,Four-Door Car,441.6
California,Female,Bachelor,,14290.0,271.0,0,Personal Auto,Luxury SUV,1300.8
California,Male,Bachelor,,34645.0,69.0,3,Special Auto,Two-Door Car,220.446667
Washington,Male,Bachelor,,67001.0,131.0,0,Personal Auto,SUV,463.425687
California,Female,Bachelor,,96200.0,107.0,0,Personal Auto,Two-Door Car,513.6
Arizona,Male,High School or Below,,69241.0,93.0,0,Personal Auto,Four-Door Car,111.250449
California,Female,Bachelor,,55843.0,64.0,0,Corporate Auto,Two-Door Car,307.2
California,Female,Bachelor,,20305.0,76.0,1,Personal Auto,Two-Door Car,496.477418
Oregon,Female,Bachelor,,0.0,68.0,0,Corporate Auto,Two-Door Car,489.6
Oregon,Male,Bachelor,,44329.0,112.0,0,Personal Auto,SUV,537.6
Arizona,Male,High School or Below,,44279.0,61.0,0,Personal Auto,Two-Door Car,292.8
California,Female,College,,0.0,87.0,3,Personal Auto,Four-Door Car,420.041981
Oregon,Female,College,,34695.0,113.0,0,Personal Auto,SUV,100.323765
Arizona,Male,High School or Below,,79297.0,64.0,0,Personal Auto,Four-Door Car,72.760316
Arizona,Male,Bachelor,,0.0,62.0,0,Corporate Auto,Four-Door Car,297.6
Nevada,Male,Bachelor,,84183.0,72.0,0,Personal Auto,Four-Door Car,255.565349
California,Male,Doctor,,53375.0,79.0,0,Personal Auto,Four-Door Car,127.322656
California,Female,High School or Below,,32046.0,127.0,0,Corporate Auto,SUV,475.599472
Nevada,Male,High School or Below,,91393.0,67.0,0,Personal Auto,Two-Door Car,460.551521
California,Female,Bachelor,,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005
Oregon,Male,Master,,82081.0,249.0,0,Personal Auto,Luxury SUV,753.760098
Oregon,Female,High School or Below,,51337.0,88.0,0,Corporate Auto,Four-Door Car,72.543171
California,Male,Bachelor,,74015.0,72.0,0,Personal Auto,Four-Door Car,471.443077
Arizona,Female,Bachelor,,0.0,117.0,0,Personal Auto,SUV,842.4
Oregon,Female,High School or Below,,0.0,77.0,0,Personal Auto,Four-Door Car,554.4
California,Female,Bachelor,,68849.0,67.0,0,Corporate Auto,Two-Door Car,252.699037
Oregon,Female,College,,37376.0,99.0,0,Personal Auto,Four-Door Car,65.548725
Oregon,Female,High School or Below,,0.0,64.0,0,Corporate Auto,Four-Door Car,621.968062
California,Male,College,,62464.0,109.0,0,Personal Auto,Sports Car,400.181882
Arizona,Female,High School or Below,,88304.0,95.0,0,Personal Auto,Four-Door Car,276.467811
Oregon,Male,College,,0.0,112.0,0,Special Auto,SUV,682.422936
Nevada,Female,Bachelor,,65900.0,62.0,0,Personal Auto,Four-Door Car,297.6
Washington,Female,Bachelor,,0.0,67.0,0,Personal Auto,Two-Door Car,321.6
Oregon,Male,High School or Below,,61374.0,113.0,0,Corporate Auto,Two-Door Car,210.100003
California,Male,Bachelor,,0.0,110.0,1,Corporate Auto,SUV,528.0
Oregon,Male,Doctor,,31841.0,78.0,0,Personal Auto,Four-Door Car,126.857228
Oregon,Female,High School or Below,,27861.0,65.0,0,Corporate Auto,Four-Door Car,312.0
Arizona,Male,College,,0.0,83.0,3,Personal Auto,Four-Door Car,736.00483
Oregon,Female,Doctor,,0.0,84.0,1,Corporate Auto,Four-Door Car,481.025786
Nevada,Female,High School or Below,,94550.0,90.0,0,Personal Auto,Four-Door Car,432.0
Nevada,Male,College,,39604.0,68.0,0,Personal Auto,Four-Door Car,63.127223
Nevada,Female,Bachelor,,42928.0,93.0,0,Personal Auto,Four-Door Car,651.623195
Washington,Female,Bachelor,,54737.0,66.0,0,Personal Auto,Four-Door Car,391.970334
Arizona,Male,College,,0.0,68.0,0,Corporate Auto,Two-Door Car,489.6
California,Female,High School or Below,,80587.0,78.0,0,Personal Auto,Four-Door Car,276.191729
Oregon,Female,High School or Below,,0.0,194.0,0,Corporate Auto,Luxury SUV,931.2
California,Male,College,,80028.0,86.0,0,Corporate Auto,Four-Door Car,114.02307
Arizona,Female,High School or Below,,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8
Arizona,Female,High School or Below,,54872.0,121.0,0,Personal Auto,SUV,580.8
California,Male,College,,0.0,99.0,0,Personal Auto,Two-Door Car,204.121476
Washington,Male,College,,0.0,74.0,0,Corporate Auto,Two-Door Car,532.8
Arizona,Male,College,,46417.0,74.0,0,Corporate Auto,Four-Door Car,164.746184
Washington,Female,College,,46239.0,67.0,3,Personal Auto,Four-Door Car,6.395416
Oregon,Female,College,,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
Oregon,Female,High School or Below,,25550.0,61.0,0,Personal Auto,Four-Door Car,439.2
Nevada,Female,Bachelor,,27514.0,197.0,0,Personal Auto,SUV,1367.199081
Nevada,Male,High School or Below,,84417.0,98.0,0,Personal Auto,Two-Door Car,139.714897
Oregon,Female,High School or Below,,55906.0,86.0,0,Personal Auto,Four-Door Car,58.469264
California,Male,High School or Below,,21638.0,65.0,0,Personal Auto,Four-Door Car,468.0
Oregon,Male,Bachelor,,16121.0,65.0,2,Corporate Auto,Four-Door Car,312.0
Oregon,Male,College,,36261.0,68.0,0,Personal Auto,Four-Door Car,16.800832
Oregon,Female,High School or Below,,11432.0,119.0,0,Personal Auto,SUV,571.2
Arizona,Female,Bachelor,,62566.0,65.0,1,Corporate Auto,Four-Door Car,48.344273
Oregon,Female,High School or Below,,10312.0,78.0,0,Personal Auto,Four-Door Car,486.278557
Oregon,Male,High School or Below,,67778.0,64.0,1,Personal Auto,Four-Door Car,171.287759
Washington,Female,Master,,92895.0,77.0,0,Personal Auto,Two-Door Car,43.14147
California,Female,College,,55290.0,65.0,0,Personal Auto,Four-Door Car,13.874775
California,Female,Bachelor,,23377.0,116.0,0,Personal Auto,Four-Door Car,556.8
California,Female,College,,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8
Arizona,Female,Bachelor,,0.0,66.0,1,Personal Auto,Four-Door Car,145.896438
Nevada,Male,College,,56342.0,69.0,0,Corporate Auto,Four-Door Car,331.2
Oregon,Male,College,,29593.0,137.0,0,Personal Auto,Sports Car,657.6
Nevada,Female,High School or Below,,18495.0,113.0,0,Personal Auto,SUV,542.4
California,Female,High School or Below,,82887.0,66.0,1,Corporate Auto,Four-Door Car,420.374805
Oregon,Female,Master,,71366.0,94.0,0,Personal Auto,Four-Door Car,265.216633
California,Male,College,,49078.0,97.0,0,Corporate Auto,Four-Door Car,484.013411
Arizona,Female,College,,10787.0,71.0,0,Personal Auto,Two-Door Car,697.798804
California,Female,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
Arizona,Male,High School or Below,,10194.0,65.0,0,Personal Auto,Two-Door Car,312.0
Oregon,Male,High School or Below,,81763.0,72.0,1,Personal Auto,Two-Door Car,518.4
Arizona,Female,College,,59763.0,73.0,0,Personal Auto,Two-Door Car,350.4
California,Female,College,,0.0,78.0,0,Special Auto,Four-Door Car,561.6
Arizona,Female,College,,96832.0,85.0,0,Personal Auto,Two-Door Car,408.0
California,Female,College,,21135.0,130.0,0,Personal Auto,SUV,678.946216
California,Male,High School or Below,,16143.0,62.0,1,Personal Auto,Four-Door Car,32.114117
Arizona,Male,Bachelor,,74015.0,72.0,0,Personal Auto,Four-Door Car,471.443077
Arizona,Male,High School or Below,,84178.0,74.0,0,Personal Auto,Two-Door Car,12.588784
Arizona,Male,Bachelor,,0.0,70.0,0,Personal Auto,Two-Door Car,504.0
Oregon,Female,High School or Below,,0.0,63.0,0,Personal Auto,Four-Door Car,661.7151
California,Male,College,,63936.0,189.0,0,Personal Auto,Luxury Car,765.012123
Washington,Male,Bachelor,,0.0,83.0,0,Personal Auto,Four-Door Car,597.6
Oregon,Female,High School or Below,,37940.0,129.0,0,Special Auto,SUV,512.542299
