zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
north west,male,bachelor,7799.463082427189,27398.0,68.0,1.0,personal auto,four-door car,326.4
central,male,high school or below,7799.463082427189,37759.0,108.0,0.0,corporate auto,suv,518.4
west region,male,bachelor,7799.463082427189,45743.0,96.0,0.0,personal auto,four-door car,673.780804
north west,female,bachelor,7799.463082427189,54183.0,70.0,0.0,personal auto,four-door car,336.0
east,male,bachelor,7799.463082427189,46900.0,66.0,0.0,personal auto,four-door car,316.8
central,female,doctor,7799.463082427189,59803.0,90.0,0.0,corporate auto,two-door car,22.75546
north west,female,high school or below,7799.463082427189,53787.0,104.0,0.0,corporate auto,four-door car,666.092015
west region,male,bachelor,7799.463082427189,35095.0,73.0,0.0,corporate auto,two-door car,525.6
west region,female,bachelor,7799.463082427189,,67.0,0.0,personal auto,four-door car,216.196521
west region,male,high school or below,7799.463082427189,,217.0,1.0,personal auto,luxury car,1562.4
central,female,bachelor,7799.463082427189,30845.0,116.0,1.0,personal auto,four-door car,556.8
east,male,bachelor,7799.463082427189,23665.0,67.0,0.0,corporate auto,four-door car,404.817249
west region,male,high school or below,7799.463082427189,92107.0,88.0,0.0,personal auto,four-door car,16.37296
north west,male,bachelor,7799.463082427189,62464.0,109.0,0.0,personal auto,sports car,400.181882
north west,male,doctor,7799.463082427189,69991.0,65.0,0.0,personal auto,four-door car,4.619402
west region,female,bachelor,7799.463082427189,23904.0,123.0,3.0,personal auto,suv,590.4
west region,female,high school or below,7799.463082427189,,96.0,0.0,corporate auto,four-door car,460.8
north west,female,bachelor,7799.463082427189,83894.0,110.0,0.0,personal auto,four-door car,82.019005
west region,male,bachelor,7799.463082427189,88340.0,102.0,0.0,corporate auto,two-door car,489.6
west region,male,master,7799.463082427189,,125.0,0.0,corporate auto,suv,900.0
north west,male,high school or below,7799.463082427189,39602.0,64.0,0.0,personal auto,two-door car,307.2
central,male,bachelor,7799.463082427189,25905.0,63.0,0.0,personal auto,four-door car,302.4
central,female,bachelor,7799.463082427189,24626.0,108.0,0.0,personal auto,suv,225.971279
west region,female,bachelor,7799.463082427189,59732.0,94.0,0.0,corporate auto,four-door car,135.626867
central,male,bachelor,7799.463082427189,36898.0,169.0,1.0,personal auto,suv,811.2
central,male,high school or below,7799.463082427189,92864.0,123.0,0.0,personal auto,suv,96.338144
central,female,bachelor,7799.463082427189,,66.0,2.0,corporate auto,four-door car,433.160284
west region,female,bachelor,7799.463082427189,93752.0,64.0,0.0,corporate auto,four-door car,154.713524
east,male,bachelor,7799.463082427189,21156.0,89.0,0.0,personal auto,two-door car,111.836561
central,male,bachelor,7799.463082427189,67206.0,90.0,0.0,personal auto,four-door car,76.289123
west region,male,high school or below,7799.463082427189,85654.0,76.0,0.0,personal auto,four-door car,46.20341
north west,male,bachelor,7799.463082427189,59325.0,83.0,0.0,personal auto,four-door car,81.599332
west region,male,bachelor,7799.463082427189,13528.0,86.0,0.0,personal auto,four-door car,412.8
north west,female,master,7799.463082427189,,63.0,1.0,personal auto,four-door car,302.4
west region,male,bachelor,7799.463082427189,,165.0,1.0,corporate auto,suv,1452.213743
east,female,bachelor,7799.463082427189,75333.0,90.0,1.0,personal auto,four-door car,289.236063
central,female,bachelor,7799.463082427189,61108.0,72.0,0.0,personal auto,four-door car,23.773332
central,female,high school or below,7799.463082427189,27083.0,73.0,1.0,personal auto,four-door car,525.6
west region,male,high school or below,7799.463082427189,68997.0,63.0,0.0,personal auto,four-door car,206.926432
west region,female,high school or below,7799.463082427189,33451.0,67.0,0.0,personal auto,four-door car,337.219884
central,female,bachelor,7799.463082427189,21500.0,115.0,0.0,corporate auto,four-door car,39.292196
north west,male,high school or below,7799.463082427189,26487.0,112.0,0.0,corporate auto,suv,602.431489
west region,male,high school or below,7799.463082427189,74713.0,70.0,0.0,personal auto,four-door car,336.0
east,male,bachelor,7799.463082427189,,70.0,0.0,personal auto,four-door car,504.0
west region,male,doctor,7799.463082427189,85607.0,66.0,0.0,personal auto,four-door car,67.647131
west region,female,bachelor,7799.463082427189,44891.0,83.0,0.0,personal auto,four-door car,74.803791
east,male,bachelor,7799.463082427189,89061.0,103.0,0.0,personal auto,suv,565.267705
central,male,high school or below,7799.463082427189,,198.0,0.0,personal auto,luxury car,962.159318
central,female,bachelor,7799.463082427189,63774.0,111.0,0.0,personal auto,four-door car,60.036683
north west,male,high school or below,7799.463082427189,93308.0,92.0,0.0,personal auto,four-door car,441.6
central,male,high school or below,7799.463082427189,10375.0,66.0,0.0,personal auto,two-door car,316.8
north west,male,master,7799.463082427189,85950.0,69.0,0.0,personal auto,four-door car,47.70723
central,female,bachelor,7799.463082427189,33402.0,109.0,0.0,personal auto,suv,71.053011
east,male,high school or below,7799.463082427189,18129.0,71.0,0.0,personal auto,two-door car,340.8
north west,male,bachelor,7799.463082427189,,66.0,0.0,personal auto,two-door car,711.8026
west region,female,bachelor,7799.463082427189,,65.0,1.0,corporate auto,four-door car,312.0
central,male,bachelor,7799.463082427189,20396.0,76.0,1.0,corporate auto,four-door car,364.8
north west,female,master,7799.463082427189,13376.0,108.0,0.0,personal auto,four-door car,774.714929
west region,female,bachelor,7799.463082427189,32517.0,94.0,3.0,special auto,four-door car,451.2
west region,male,bachelor,7799.463082427189,28651.0,67.0,0.0,personal auto,four-door car,302.272725
central,female,bachelor,7799.463082427189,64964.0,66.0,0.0,personal auto,four-door car,286.967405
central,female,bachelor,7799.463082427189,34112.0,77.0,0.0,personal auto,four-door car,369.6
central,female,bachelor,7799.463082427189,,108.0,3.0,personal auto,suv,718.383
west region,male,high school or below,7799.463082427189,81145.0,92.0,0.0,corporate auto,two-door car,321.060571
west region,female,master,7799.463082427189,39894.0,134.0,0.0,corporate auto,suv,411.077415
west region,male,high school or below,7799.463082427189,52447.0,90.0,0.0,personal auto,four-door car,61.585668
west region,male,bachelor,7799.463082427189,,69.0,2.0,personal auto,four-door car,496.8
west region,male,bachelor,7799.463082427189,35398.0,71.0,0.0,personal auto,four-door car,340.8
north west,female,high school or below,7799.463082427189,26239.0,65.0,0.0,personal auto,four-door car,312.0
central,female,bachelor,7799.463082427189,,70.0,0.0,personal auto,four-door car,336.0
east,male,master,7799.463082427189,83013.0,103.0,0.0,corporate auto,suv,155.125923
west region,male,bachelor,7799.463082427189,,190.0,0.0,personal auto,luxury suv,1833.182529
central,female,high school or below,7799.463082427189,86205.0,223.0,0.0,personal auto,luxury car,1070.4
central,male,bachelor,7799.463082427189,50414.0,69.0,0.0,personal auto,four-door car,331.2
west region,male,doctor,7799.463082427189,37496.0,65.0,0.0,corporate auto,two-door car,312.0
north west,female,high school or below,7799.463082427189,24224.0,71.0,0.0,corporate auto,two-door car,511.2
west region,male,bachelor,7799.463082427189,62338.0,92.0,0.0,corporate auto,four-door car,4.216231
north west,male,bachelor,7799.463082427189,63483.0,83.0,0.0,personal auto,four-door car,85.073541
central,male,high school or below,7799.463082427189,,70.0,0.0,personal auto,two-door car,504.0
north west,male,high school or below,7799.463082427189,38113.0,73.0,0.0,personal auto,four-door car,203.640251
central,female,high school or below,7799.463082427189,38676.0,72.0,0.0,personal auto,four-door car,146.124719
central,female,master,7799.463082427189,20200.0,65.0,3.0,personal auto,two-door car,312.0
central,male,bachelor,7799.463082427189,29038.0,69.0,0.0,personal auto,four-door car,56.351667
central,male,master,7799.463082427189,23179.0,91.0,0.0,corporate auto,two-door car,436.8
north west,male,doctor,7799.463082427189,56598.0,88.0,0.0,personal auto,four-door car,92.966783
central,male,bachelor,7799.463082427189,,76.0,0.0,corporate auto,two-door car,547.2
north west,female,bachelor,7799.463082427189,46988.0,195.0,0.0,corporate auto,luxury suv,294.762659
north west,male,bachelor,7799.463082427189,20978.0,98.0,1.0,personal auto,four-door car,1176.2788
west region,female,high school or below,7799.463082427189,,63.0,0.0,personal auto,two-door car,453.6
north west,female,high school or below,7799.463082427189,59130.0,117.0,0.0,corporate auto,sports car,436.533172
east,male,bachelor,7799.463082427189,31572.0,70.0,3.0,personal auto,four-door car,292.434826
west region,female,bachelor,7799.463082427189,,72.0,0.0,personal auto,four-door car,345.6
west region,male,bachelor,7799.463082427189,32646.0,119.0,0.0,corporate auto,four-door car,464.99983
central,female,bachelor,7799.463082427189,51791.0,181.0,1.0,personal auto,luxury car,422.960234
east,male,high school or below,7799.463082427189,70828.0,62.0,0.0,personal auto,four-door car,297.6
north west,female,bachelor,7799.463082427189,40903.0,61.0,0.0,corporate auto,four-door car,409.88696
west region,female,high school or below,7799.463082427189,,106.0,1.0,corporate auto,suv,631.108223
west region,female,high school or below,7799.463082427189,24031.0,66.0,0.0,personal auto,four-door car,316.8
north west,male,high school or below,7799.463082427189,84927.0,112.0,0.0,personal auto,suv,537.6
north west,female,bachelor,7799.463082427189,,72.0,0.0,corporate auto,two-door car,510.976913
west region,female,bachelor,7799.463082427189,23893.0,73.0,0.0,personal auto,four-door car,186.292275
central,male,doctor,7799.463082427189,71255.0,138.0,0.0,personal auto,sports car,138.633681
central,female,bachelor,7799.463082427189,37697.0,112.0,0.0,personal auto,suv,38.403843
central,male,bachelor,7799.463082427189,33746.0,106.0,0.0,personal auto,two-door car,508.8
east,female,bachelor,7799.463082427189,70263.0,93.0,0.0,personal auto,two-door car,7.345946
north west,male,bachelor,7799.463082427189,43367.0,118.0,0.0,personal auto,four-door car,1026.741926
west region,female,high school or below,7799.463082427189,,81.0,0.0,personal auto,two-door car,388.8
north west,female,doctor,7799.463082427189,,66.0,1.0,personal auto,four-door car,445.19869
central,female,high school or below,7799.463082427189,11432.0,119.0,0.0,special auto,suv,571.2
west region,male,bachelor,7799.463082427189,67249.0,86.0,0.0,special auto,four-door car,33.894695
west region,female,bachelor,7799.463082427189,76839.0,68.0,0.0,personal auto,four-door car,326.4
north west,female,bachelor,7799.463082427189,71210.0,214.0,1.0,personal auto,luxury car,1027.2
west region,female,bachelor,7799.463082427189,49447.0,119.0,2.0,personal auto,four-door car,762.007253
central,female,high school or below,7799.463082427189,98713.0,65.0,0.0,personal auto,two-door car,289.894293
north west,male,bachelor,7799.463082427189,26094.0,67.0,0.0,personal auto,two-door car,2.028223
west region,male,master,7799.463082427189,26990.0,65.0,1.0,personal auto,four-door car,297.864823
east,female,bachelor,7799.463082427189,46644.0,84.0,0.0,personal auto,four-door car,150.688024
west region,female,master,7799.463082427189,33462.0,72.0,0.0,personal auto,four-door car,112.425578
north west,female,bachelor,7799.463082427189,66880.0,71.0,0.0,personal auto,four-door car,340.8
central,male,bachelor,7799.463082427189,88680.0,66.0,0.0,personal auto,four-door car,201.762191
north west,male,high school or below,7799.463082427189,,79.0,0.0,corporate auto,two-door car,568.8
east,male,bachelor,7799.463082427189,75132.0,93.0,2.0,personal auto,four-door car,446.4
west region,female,master,7799.463082427189,,122.0,0.0,personal auto,sports car,650.52179
west region,female,high school or below,7799.463082427189,56617.0,74.0,0.0,personal auto,four-door car,355.2
west region,female,bachelor,7799.463082427189,75638.0,83.0,4.0,personal auto,four-door car,108.69654
west region,female,bachelor,7799.463082427189,24982.0,109.0,4.0,personal auto,suv,523.2
east,female,high school or below,7799.463082427189,40348.0,83.0,0.0,personal auto,four-door car,26.314753
central,female,bachelor,7799.463082427189,24083.0,63.0,1.0,personal auto,four-door car,340.453606
north west,female,bachelor,7799.463082427189,81538.0,66.0,0.0,personal auto,four-door car,272.844816
north west,male,bachelor,7799.463082427189,62873.0,81.0,0.0,personal auto,four-door car,207.75186
north west,male,high school or below,7799.463082427189,66245.0,145.0,0.0,personal auto,suv,181.501424
north west,male,bachelor,7799.463082427189,,102.0,0.0,personal auto,suv,734.4
west region,male,bachelor,7799.463082427189,26303.0,165.0,0.0,personal auto,suv,956.589903
west region,female,bachelor,7799.463082427189,58620.0,71.0,0.0,corporate auto,four-door car,340.8
west region,male,bachelor,7799.463082427189,18375.0,103.0,0.0,personal auto,sports car,535.080276
central,female,bachelor,7799.463082427189,30944.0,92.0,0.0,personal auto,four-door car,348.216284
central,male,bachelor,7799.463082427189,59630.0,185.0,0.0,personal auto,suv,888.0
central,female,bachelor,7799.463082427189,53957.0,184.0,0.0,corporate auto,luxury suv,61.554272
north west,male,high school or below,7799.463082427189,44385.0,97.0,0.0,corporate auto,four-door car,465.6
north west,male,high school or below,7799.463082427189,,119.0,0.0,personal auto,sports car,856.8
west region,female,high school or below,7799.463082427189,25561.0,163.0,0.0,corporate auto,suv,983.374985
west region,male,high school or below,7799.463082427189,85956.0,145.0,0.0,corporate auto,suv,510.381882
central,female,high school or below,7799.463082427189,,61.0,1.0,personal auto,four-door car,311.404068
north west,male,bachelor,7799.463082427189,37406.0,122.0,1.0,corporate auto,suv,1134.960471
west region,female,high school or below,7799.463082427189,39053.0,114.0,0.0,personal auto,sports car,547.2
north west,male,high school or below,7799.463082427189,24475.0,84.0,3.0,personal auto,four-door car,604.8
